Team,Opponent,Team_Score,Opponent_Score
MALAGA,CELTA VIGO,2.0,0.0
REAL SOCIEDAD,SEVILLA,0.0,1.0
BARCELONA,VALENCIA,1.0,0.0
VILLARREAL,ZARAGOZA,1.0,4.0
VALLADOLID,RACING SANTANDER,0.0,1.0
MALLORCA,OSASUNA,1.0,1.0
MURCIA,ALBACETE,0.0,1.0
BETIS,ATHLETIC BILBAO,1.0,1.0
ZARAGOZA,VALLADOLID,2.0,1.0
SEVILLA,BETIS,1.0,1.0
VALENCIA,ESPANYOL,1.0,2.0
ATLETICO MADRID,MALLORCA,1.0,0.0
ATHLETIC BILBAO,VILLARREAL,1.0,0.0
OSASUNA,MURCIA,1.0,0.0
RACING SANTANDER,MALAGA,0.0,1.0
ALBACETE,REAL SOCIEDAD,1.0,0.0
CELTA VIGO,REAL MADRID,2.0,4.0
BARCELONA,DEPORTIVO LA CORUNA,3.0,2.0
ESPANYOL,CELTA VIGO,5.0,1.0
REAL SOCIEDAD,OSASUNA,1.0,1.0
REAL MADRID,RACING SANTANDER,1.0,1.0
DEPORTIVO LA CORUNA,VALENCIA,0.0,3.0
MALLORCA,BARCELONA,2.0,3.0
VALLADOLID,ATHLETIC BILBAO,4.0,1.0
BETIS,ALBACETE,0.0,1.0
MALAGA,ZARAGOZA,0.0,1.0
VILLARREAL,SEVILLA,0.0,2.0
MURCIA,ATLETICO MADRID,1.0,1.0
ZARAGOZA,REAL MADRID,1.0,1.0
ATLETICO MADRID,REAL SOCIEDAD,1.0,2.0
RACING SANTANDER,ESPANYOL,1.0,0.0
OSASUNA,BETIS,1.0,1.0
ALBACETE,VILLARREAL,1.0,2.0
SEVILLA,VALLADOLID,0.0,2.0
DEPORTIVO LA CORUNA,MALLORCA,2.0,4.0
ATHLETIC BILBAO,MALAGA,1.0,2.0
BARCELONA,MURCIA,2.0,0.0
VALENCIA,CELTA VIGO,2.0,0.0
REAL MADRID,ATHLETIC BILBAO,2.0,4.0
MURCIA,DEPORTIVO LA CORUNA,0.0,1.0
BETIS,ATLETICO MADRID,1.0,2.0
VALLADOLID,ALBACETE,0.0,2.0
ESPANYOL,ZARAGOZA,1.0,1.0
VILLARREAL,OSASUNA,1.0,2.0
MALAGA,SEVILLA,1.0,0.0
CELTA VIGO,RACING SANTANDER,4.0,4.0
MALLORCA,VALENCIA,1.0,5.0
REAL SOCIEDAD,BARCELONA,0.0,1.0
DEPORTIVO LA CORUNA,REAL SOCIEDAD,2.0,1.0
ATHLETIC BILBAO,ESPANYOL,1.0,2.0
VALENCIA,RACING SANTANDER,3.0,0.0
ZARAGOZA,CELTA VIGO,2.0,0.0
ALBACETE,MALAGA,1.0,1.0
ATLETICO MADRID,VILLARREAL,0.0,0.0
MALLORCA,MURCIA,0.0,2.0
OSASUNA,VALLADOLID,1.0,1.0
SEVILLA,REAL MADRID,1.0,5.0
ESPANYOL,SEVILLA,0.0,1.0
REAL MADRID,ALBACETE,2.0,1.0
VILLARREAL,BARCELONA,0.0,0.0
BETIS,DEPORTIVO LA CORUNA,2.0,2.0
CELTA VIGO,ATHLETIC BILBAO,0.0,0.0
REAL SOCIEDAD,MALLORCA,1.0,1.0
MALAGA,OSASUNA,1.0,1.0
RACING SANTANDER,ZARAGOZA,2.0,2.0
VALLADOLID,ATLETICO MADRID,1.0,2.0
MURCIA,VALENCIA,0.0,2.0
BARCELONA,VALLADOLID,3.0,1.0
ATLETICO MADRID,MALAGA,1.0,3.0
SEVILLA,CELTA VIGO,0.0,0.0
MALLORCA,BETIS,2.0,0.0
ALBACETE,ESPANYOL,1.0,1.0
ATHLETIC BILBAO,RACING SANTANDER,2.0,1.0
DEPORTIVO LA CORUNA,VILLARREAL,2.0,0.0
MURCIA,REAL SOCIEDAD,0.0,2.0
VALENCIA,ZARAGOZA,1.0,0.0
OSASUNA,REAL MADRID,3.0,0.0
BARCELONA,BETIS,1.0,1.0
VALLADOLID,DEPORTIVO LA CORUNA,1.0,1.0
ZARAGOZA,ATHLETIC BILBAO,0.0,4.0
REAL MADRID,ATLETICO MADRID,2.0,1.0
CELTA VIGO,ALBACETE,2.0,0.0
RACING SANTANDER,SEVILLA,2.0,5.0
ESPANYOL,OSASUNA,3.0,1.0
BETIS,MURCIA,1.0,0.0
VILLARREAL,MALLORCA,2.0,1.0
REAL SOCIEDAD,VALENCIA,2.0,2.0
MALAGA,BARCELONA,0.0,3.0
ATLETICO MADRID,ESPANYOL,1.0,3.0
DEPORTIVO LA CORUNA,MALAGA,1.0,1.0
MURCIA,VILLARREAL,0.0,1.0
MALLORCA,VALLADOLID,3.0,1.0
SEVILLA,ZARAGOZA,4.0,4.0
OSASUNA,CELTA VIGO,0.0,1.0
REAL SOCIEDAD,BETIS,1.0,2.0
ALBACETE,RACING SANTANDER,2.0,0.0
BARCELONA,REAL MADRID,2.0,1.0
VALENCIA,ATHLETIC BILBAO,1.0,1.0
CELTA VIGO,ATLETICO MADRID,2.0,3.0
REAL MADRID,DEPORTIVO LA CORUNA,0.0,2.0
ZARAGOZA,ALBACETE,1.0,3.0
VILLARREAL,REAL SOCIEDAD,2.0,2.0
VALLADOLID,MURCIA,1.0,2.0
MALAGA,MALLORCA,1.0,2.0
ATHLETIC BILBAO,SEVILLA,0.0,2.0
RACING SANTANDER,OSASUNA,2.0,1.0
BETIS,VALENCIA,0.0,2.0
ESPANYOL,BARCELONA,1.0,4.0
BARCELONA,CELTA VIGO,0.0,1.0
MALLORCA,REAL MADRID,3.0,2.0
DEPORTIVO LA CORUNA,ESPANYOL,0.0,2.0
ALBACETE,ATHLETIC BILBAO,1.0,1.0
BETIS,VILLARREAL,0.0,1.0
MURCIA,MALAGA,0.0,1.0
REAL SOCIEDAD,VALLADOLID,2.0,2.0
OSASUNA,ZARAGOZA,0.0,1.0
VALENCIA,SEVILLA,2.0,0.0
ATLETICO MADRID,RACING SANTANDER,2.0,2.0
VALENCIA,VILLARREAL,1.0,2.0
VALLADOLID,BETIS,0.0,1.0
CELTA VIGO,DEPORTIVO LA CORUNA,0.0,3.0
SEVILLA,ALBACETE,4.0,1.0
MALAGA,REAL SOCIEDAD,1.0,1.0
ATHLETIC BILBAO,OSASUNA,2.0,1.0
ESPANYOL,MALLORCA,2.0,4.0
ZARAGOZA,ATLETICO MADRID,2.0,1.0
RACING SANTANDER,BARCELONA,0.0,1.0
REAL MADRID,MURCIA,1.0,2.0
DEPORTIVO LA CORUNA,RACING SANTANDER,1.0,0.0
BETIS,MALAGA,3.0,2.0
REAL SOCIEDAD,REAL MADRID,4.0,1.0
MURCIA,ESPANYOL,0.0,2.0
ATLETICO MADRID,ATHLETIC BILBAO,4.0,3.0
VILLARREAL,VALLADOLID,0.0,3.0
OSASUNA,SEVILLA,0.0,1.0
BARCELONA,ZARAGOZA,1.0,2.0
MALLORCA,CELTA VIGO,2.0,1.0
ALBACETE,VALENCIA,1.0,0.0
MALAGA,ATLETICO MADRID,0.0,2.0
BETIS,NUMANCIA,1.0,1.0
DEPORTIVO LA CORUNA,ESPANYOL,1.0,1.0
ATHLETIC BILBAO,OSASUNA,1.0,1.0
REAL MADRID,MALLORCA,1.0,0.0
LEVANTE,REAL SOCIEDAD,1.0,1.0
GETAFE,ZARAGOZA,1.0,3.0
ALBACETE,SEVILLA,0.0,1.0
BARCELONA,RACING SANTANDER,2.0,0.0
VILLARREAL,VALENCIA,1.0,2.0
VALENCIA,ATHLETIC BILBAO,2.0,2.0
NUMANCIA,REAL MADRID,0.0,1.0
SEVILLA,BARCELONA,0.0,2.0
OSASUNA,DEPORTIVO LA CORUNA,3.0,1.0
ESPANYOL,BETIS,4.0,1.0
MALLORCA,GETAFE,2.0,1.0
RACING SANTANDER,LEVANTE,1.0,3.0
ZARAGOZA,MALAGA,0.0,0.0
REAL SOCIEDAD,VILLARREAL,0.0,0.0
ATLETICO MADRID,ALBACETE,2.0,0.0
BETIS,OSASUNA,2.0,3.0
REAL MADRID,ESPANYOL,0.0,1.0
REAL SOCIEDAD,VALENCIA,1.0,3.0
GETAFE,NUMANCIA,0.0,1.0
VILLARREAL,RACING SANTANDER,1.0,1.0
MALAGA,MALLORCA,2.0,1.0
LEVANTE,SEVILLA,0.0,3.0
ALBACETE,ZARAGOZA,3.0,4.0
BARCELONA,ATLETICO MADRID,1.0,1.0
DEPORTIVO LA CORUNA,ATHLETIC BILBAO,2.0,1.0
OSASUNA,REAL MADRID,0.0,1.0
MALLORCA,ALBACETE,0.0,0.0
ATLETICO MADRID,LEVANTE,0.0,1.0
NUMANCIA,MALAGA,1.0,4.0
ATHLETIC BILBAO,BETIS,1.0,2.0
ESPANYOL,GETAFE,0.0,1.0
RACING SANTANDER,REAL SOCIEDAD,1.0,0.0
SEVILLA,VILLARREAL,0.0,0.0
VALENCIA,DEPORTIVO LA CORUNA,5.0,1.0
ZARAGOZA,BARCELONA,1.0,4.0
VILLARREAL,ATLETICO MADRID,0.0,1.0
REAL MADRID,ATHLETIC BILBAO,1.0,2.0
BETIS,DEPORTIVO LA CORUNA,1.0,1.0
LEVANTE,ZARAGOZA,3.0,4.0
RACING SANTANDER,VALENCIA,0.0,2.0
GETAFE,OSASUNA,1.0,2.0
MALAGA,ESPANYOL,0.0,1.0
ALBACETE,NUMANCIA,0.0,0.0
BARCELONA,MALLORCA,3.0,1.0
REAL SOCIEDAD,SEVILLA,1.0,2.0
VALENCIA,BETIS,1.0,1.0
ATLETICO MADRID,REAL SOCIEDAD,0.0,1.0
SEVILLA,RACING SANTANDER,0.0,0.0
ZARAGOZA,VILLARREAL,0.0,2.0
ESPANYOL,ALBACETE,0.0,1.0
ATHLETIC BILBAO,GETAFE,1.0,3.0
MALLORCA,LEVANTE,0.0,2.0
OSASUNA,MALAGA,0.0,2.0
NUMANCIA,BARCELONA,0.0,1.0
DEPORTIVO LA CORUNA,REAL MADRID,1.0,0.0
GETAFE,DEPORTIVO LA CORUNA,1.0,2.0
REAL MADRID,BETIS,1.0,1.0
BARCELONA,ESPANYOL,1.0,0.0
REAL SOCIEDAD,ZARAGOZA,1.0,2.0
VILLARREAL,MALLORCA,1.0,1.0
LEVANTE,NUMANCIA,3.0,1.0
MALAGA,ATHLETIC BILBAO,0.0,1.0
ALBACETE,OSASUNA,2.0,3.0
RACING SANTANDER,ATLETICO MADRID,0.0,1.0
SEVILLA,VALENCIA,2.0,1.0
DEPORTIVO LA CORUNA,MALAGA,1.0,1.0
VALENCIA,REAL MADRID,0.0,1.0
ATHLETIC BILBAO,ALBACETE,0.0,1.0
NUMANCIA,VILLARREAL,0.0,4.0
MALLORCA,REAL SOCIEDAD,1.0,2.0
ZARAGOZA,RACING SANTANDER,0.0,1.0
BETIS,GETAFE,2.0,0.0
ESPANYOL,LEVANTE,2.0,0.0
ATLETICO MADRID,SEVILLA,1.0,2.0
OSASUNA,BARCELONA,0.0,3.0
BARCELONA,ATHLETIC BILBAO,1.0,1.0
ATLETICO MADRID,VALENCIA,1.0,1.0
SEVILLA,ZARAGOZA,0.0,3.0
ALBACETE,DEPORTIVO LA CORUNA,0.0,0.0
RACING SANTANDER,MALLORCA,2.0,1.0
REAL SOCIEDAD,NUMANCIA,2.0,0.0
LEVANTE,OSASUNA,1.0,0.0
VILLARREAL,ESPANYOL,0.0,0.0
GETAFE,REAL MADRID,0.0,2.0
MALAGA,BETIS,1.0,1.0
DEPORTIVO LA CORUNA,BARCELONA,1.0,2.0
BETIS,ALBACETE,0.0,0.0
VALENCIA,GETAFE,0.0,1.0
MALLORCA,SEVILLA,1.0,1.0
ESPANYOL,REAL SOCIEDAD,2.0,0.0
OSASUNA,VILLARREAL,0.0,3.0
ATHLETIC BILBAO,LEVANTE,0.0,1.0
NUMANCIA,RACING SANTANDER,0.0,2.0
REAL MADRID,MALAGA,2.0,0.0
ZARAGOZA,ATLETICO MADRID,1.0,1.0
REAL SOCIEDAD,OSASUNA,0.0,1.0
ZARAGOZA,VALENCIA,0.0,0.0
SEVILLA,NUMANCIA,1.0,2.0
RACING SANTANDER,ESPANYOL,1.0,2.0
MALAGA,GETAFE,0.0,1.0
VILLARREAL,ATHLETIC BILBAO,1.0,2.0
LEVANTE,DEPORTIVO LA CORUNA,0.0,1.0
ATLETICO MADRID,MALLORCA,1.0,1.0
ALBACETE,REAL MADRID,1.0,6.0
BARCELONA,BETIS,1.0,2.0
VALENCIA,MALAGA,2.0,0.0
DEPORTIVO LA CORUNA,VILLARREAL,2.0,0.0
REAL MADRID,BARCELONA,0.0,3.0
BETIS,LEVANTE,2.0,1.0
OSASUNA,RACING SANTANDER,1.0,1.0
GETAFE,ALBACETE,1.0,1.0
MALLORCA,ZARAGOZA,1.0,0.0
ESPANYOL,SEVILLA,0.0,1.0
NUMANCIA,ATLETICO MADRID,0.0,2.0
ATHLETIC BILBAO,REAL SOCIEDAD,2.0,3.0
RACING SANTANDER,ATHLETIC BILBAO,0.0,3.0
BARCELONA,GETAFE,2.0,1.0
ATLETICO MADRID,ESPANYOL,1.0,2.0
SEVILLA,OSASUNA,1.0,4.0
REAL SOCIEDAD,DEPORTIVO LA CORUNA,2.0,2.0
ALBACETE,MALAGA,2.0,0.0
ZARAGOZA,NUMANCIA,1.0,2.0
VILLARREAL,BETIS,1.0,2.0
LEVANTE,REAL MADRID,0.0,5.0
MALLORCA,VALENCIA,0.0,2.0
VALENCIA,ALBACETE,1.0,0.0
MALAGA,BARCELONA,0.0,4.0
BETIS,REAL SOCIEDAD,0.0,1.0
NUMANCIA,MALLORCA,2.0,3.0
DEPORTIVO LA CORUNA,RACING SANTANDER,2.0,2.0
ATHLETIC BILBAO,SEVILLA,0.0,2.0
GETAFE,LEVANTE,0.0,0.0
ESPANYOL,ZARAGOZA,1.0,0.0
REAL MADRID,VILLARREAL,0.0,0.0
OSASUNA,ATLETICO MADRID,2.0,3.0
BARCELONA,ALBACETE,2.0,1.0
ATLETICO MADRID,ATHLETIC BILBAO,0.0,1.0
SEVILLA,DEPORTIVO LA CORUNA,2.0,2.0
LEVANTE,MALAGA,0.0,1.0
RACING SANTANDER,BETIS,1.0,2.0
VILLARREAL,GETAFE,2.0,1.0
NUMANCIA,VALENCIA,0.0,1.0
ZARAGOZA,OSASUNA,2.0,2.0
MALLORCA,ESPANYOL,1.0,2.0
ALBACETE,LEVANTE,1.0,1.0
REAL MADRID,RACING SANTANDER,3.0,2.0
VALENCIA,BARCELONA,1.0,1.0
GETAFE,REAL SOCIEDAD,1.0,1.0
MALAGA,VILLARREAL,0.0,3.0
ATHLETIC BILBAO,ZARAGOZA,2.0,0.0
OSASUNA,MALLORCA,2.0,1.0
ESPANYOL,NUMANCIA,0.0,0.0
BETIS,SEVILLA,1.0,2.0
DEPORTIVO LA CORUNA,ATLETICO MADRID,0.0,1.0
LEVANTE,BARCELONA,1.0,2.0
ATLETICO MADRID,BETIS,0.0,1.0
NUMANCIA,OSASUNA,0.0,2.0
ESPANYOL,VALENCIA,0.0,3.0
RACING SANTANDER,GETAFE,0.0,2.0
ZARAGOZA,DEPORTIVO LA CORUNA,3.0,2.0
REAL SOCIEDAD,MALAGA,5.0,1.0
VILLARREAL,ALBACETE,2.0,2.0
MALLORCA,ATHLETIC BILBAO,0.0,4.0
SEVILLA,REAL MADRID,1.0,0.0
REAL SOCIEDAD,REAL MADRID,1.0,2.0
GETAFE,SEVILLA,0.0,0.0
ATHLETIC BILBAO,NUMANCIA,1.0,1.0
LEVANTE,VALENCIA,1.0,2.0
BETIS,ZARAGOZA,0.0,1.0
ALBACETE,REAL SOCIEDAD,2.0,0.0
OSASUNA,ESPANYOL,1.0,4.0
DEPORTIVO LA CORUNA,MALLORCA,2.0,2.0
MALAGA,RACING SANTANDER,1.0,2.0
REAL MADRID,ATLETICO MADRID,3.0,0.0
BARCELONA,VILLARREAL,0.0,3.0
ATLETICO MADRID,GETAFE,1.0,1.0
SEVILLA,MALAGA,0.0,1.0
VILLARREAL,LEVANTE,4.0,2.0
MALLORCA,BETIS,0.0,2.0
NUMANCIA,DEPORTIVO LA CORUNA,1.0,1.0
RACING SANTANDER,ALBACETE,0.0,0.0
ESPANYOL,ATHLETIC BILBAO,1.0,1.0
VALENCIA,OSASUNA,0.0,0.0
REAL SOCIEDAD,BARCELONA,0.0,1.0
ZARAGOZA,REAL MADRID,1.0,3.0
RACING SANTANDER,BARCELONA,0.0,3.0
OSASUNA,ATHLETIC BILBAO,3.0,4.0
SEVILLA,ALBACETE,2.0,0.0
VALENCIA,VILLARREAL,1.0,3.0
NUMANCIA,BETIS,0.0,4.0
ZARAGOZA,GETAFE,0.0,3.0
ESPANYOL,DEPORTIVO LA CORUNA,1.0,4.0
REAL SOCIEDAD,LEVANTE,1.0,2.0
ATLETICO MADRID,MALAGA,0.0,1.0
MALLORCA,REAL MADRID,1.0,3.0
ALBACETE,ATLETICO MADRID,1.0,3.0
BARCELONA,SEVILLA,4.0,0.0
VILLARREAL,REAL SOCIEDAD,4.0,0.0
MALAGA,ZARAGOZA,0.0,1.0
DEPORTIVO LA CORUNA,OSASUNA,1.0,1.0
LEVANTE,RACING SANTANDER,2.0,2.0
BETIS,ESPANYOL,2.0,2.0
GETAFE,MALLORCA,1.0,3.0
REAL MADRID,NUMANCIA,2.0,1.0
ATHLETIC BILBAO,VALENCIA,2.0,2.0
VALENCIA,REAL SOCIEDAD,3.0,3.0
ESPANYOL,REAL MADRID,0.0,4.0
OSASUNA,BETIS,1.0,3.0
NUMANCIA,GETAFE,0.0,1.0
ZARAGOZA,ALBACETE,1.0,2.0
RACING SANTANDER,VILLARREAL,1.0,2.0
SEVILLA,LEVANTE,3.0,0.0
MALLORCA,MALAGA,0.0,0.0
ATHLETIC BILBAO,DEPORTIVO LA CORUNA,1.0,1.0
ATLETICO MADRID,BARCELONA,2.0,0.0
BARCELONA,ZARAGOZA,4.0,1.0
DEPORTIVO LA CORUNA,VALENCIA,2.0,1.0
VILLARREAL,SEVILLA,1.0,2.0
REAL SOCIEDAD,RACING SANTANDER,3.0,1.0
GETAFE,ESPANYOL,0.0,2.0
ALBACETE,MALLORCA,1.0,2.0
MALAGA,NUMANCIA,1.0,0.0
LEVANTE,ATLETICO MADRID,0.0,0.0
REAL MADRID,OSASUNA,2.0,1.0
BETIS,ATHLETIC BILBAO,4.0,4.0
ATHLETIC BILBAO,REAL MADRID,2.0,0.0
MALLORCA,BARCELONA,0.0,2.0
SEVILLA,REAL SOCIEDAD,0.0,1.0
OSASUNA,GETAFE,0.0,0.0
ZARAGOZA,LEVANTE,0.0,0.0
ESPANYOL,MALAGA,2.0,3.0
NUMANCIA,ALBACETE,2.0,1.0
DEPORTIVO LA CORUNA,BETIS,0.0,2.0
VALENCIA,RACING SANTANDER,0.0,1.0
ATLETICO MADRID,VILLARREAL,2.0,3.0
LEVANTE,MALLORCA,2.0,1.0
ALBACETE,ESPANYOL,1.0,2.0
BARCELONA,NUMANCIA,1.0,1.0
REAL MADRID,DEPORTIVO LA CORUNA,0.0,2.0
RACING SANTANDER,SEVILLA,2.0,2.0
VILLARREAL,ZARAGOZA,0.0,1.0
MALAGA,OSASUNA,6.0,1.0
REAL SOCIEDAD,ATLETICO MADRID,0.0,1.0
BETIS,VALENCIA,1.0,2.0
ESPANYOL,BARCELONA,0.0,0.0
OSASUNA,ALBACETE,1.0,1.0
ATLETICO MADRID,RACING SANTANDER,1.0,2.0
DEPORTIVO LA CORUNA,GETAFE,1.0,1.0
NUMANCIA,LEVANTE,1.0,1.0
ATHLETIC BILBAO,MALAGA,0.0,1.0
MALLORCA,VILLARREAL,1.0,2.0
VALENCIA,SEVILLA,2.0,2.0
ZARAGOZA,REAL SOCIEDAD,1.0,2.0
BETIS,REAL MADRID,1.0,3.0
BARCELONA,OSASUNA,1.0,0.0
REAL MADRID,VALENCIA,1.0,1.0
SEVILLA,ATLETICO MADRID,0.0,3.0
RACING SANTANDER,ZARAGOZA,0.0,1.0
LEVANTE,ESPANYOL,1.0,2.0
REAL SOCIEDAD,MALLORCA,2.0,3.0
VILLARREAL,NUMANCIA,1.0,1.0
GETAFE,BETIS,2.0,2.0
ALBACETE,ATHLETIC BILBAO,1.0,3.0
MALAGA,DEPORTIVO LA CORUNA,0.0,1.0
ATHLETIC BILBAO,BARCELONA,0.0,2.0
BETIS,MALAGA,2.0,1.0
ZARAGOZA,SEVILLA,1.0,0.0
NUMANCIA,REAL SOCIEDAD,1.0,2.0
ESPANYOL,VILLARREAL,1.0,4.0
OSASUNA,LEVANTE,0.0,4.0
MALLORCA,RACING SANTANDER,0.0,3.0
DEPORTIVO LA CORUNA,ALBACETE,1.0,0.0
REAL MADRID,GETAFE,1.0,2.0
VALENCIA,ATLETICO MADRID,0.0,1.0
GETAFE,ATHLETIC BILBAO,2.0,1.0
ALBACETE,BETIS,1.0,2.0
REAL SOCIEDAD,ESPANYOL,2.0,2.0
BARCELONA,DEPORTIVO LA CORUNA,1.0,0.0
GETAFE,VALENCIA,1.0,3.0
RACING SANTANDER,NUMANCIA,3.0,2.0
SEVILLA,MALLORCA,1.0,0.0
LEVANTE,ATHLETIC BILBAO,1.0,3.0
MALAGA,REAL MADRID,0.0,1.0
ATLETICO MADRID,ZARAGOZA,0.0,0.0
OSASUNA,REAL SOCIEDAD,0.0,2.0
VALENCIA,ZARAGOZA,2.0,2.0
ATHLETIC BILBAO,VILLARREAL,1.0,3.0
NUMANCIA,SEVILLA,0.0,1.0
BETIS,BARCELONA,3.0,3.0
DEPORTIVO LA CORUNA,LEVANTE,1.0,0.0
GETAFE,MALAGA,1.0,1.0
ESPANYOL,RACING SANTANDER,3.0,1.0
MALLORCA,ATLETICO MADRID,0.0,4.0
REAL MADRID,ALBACETE,2.0,1.0
ATLETICO MADRID,NUMANCIA,0.0,1.0
REAL SOCIEDAD,ATHLETIC BILBAO,0.0,3.0
RACING SANTANDER,OSASUNA,0.0,1.0
MALAGA,VALENCIA,2.0,2.0
ALBACETE,GETAFE,0.0,1.0
ZARAGOZA,MALLORCA,2.0,0.0
LEVANTE,BETIS,2.0,2.0
SEVILLA,ESPANYOL,3.0,1.0
BARCELONA,REAL MADRID,2.0,4.0
VILLARREAL,DEPORTIVO LA CORUNA,1.0,1.0
ESPANYOL,ATLETICO MADRID,0.0,0.0
OSASUNA,SEVILLA,1.0,0.0
DEPORTIVO LA CORUNA,REAL SOCIEDAD,0.0,1.0
MALAGA,ALBACETE,2.0,1.0
BETIS,VILLARREAL,0.0,0.0
NUMANCIA,ZARAGOZA,1.0,4.0
VALENCIA,MALLORCA,0.0,0.0
ATHLETIC BILBAO,RACING SANTANDER,2.0,0.0
REAL MADRID,LEVANTE,2.0,0.0
GETAFE,BARCELONA,0.0,2.0
ATLETICO MADRID,OSASUNA,0.0,1.0
VILLARREAL,REAL MADRID,1.0,2.0
ALBACETE,VALENCIA,0.0,2.0
MALLORCA,NUMANCIA,2.0,1.0
REAL SOCIEDAD,BETIS,3.0,2.0
ZARAGOZA,ESPANYOL,1.0,3.0
LEVANTE,GETAFE,0.0,1.0
RACING SANTANDER,DEPORTIVO LA CORUNA,4.0,1.0
BARCELONA,MALAGA,4.0,0.0
SEVILLA,ATHLETIC BILBAO,3.0,1.0
VILLARREAL,OSASUNA,2.0,3.0
VALENCIA,NUMANCIA,1.0,1.0
ATHLETIC BILBAO,ATLETICO MADRID,1.0,1.0
REAL MADRID,REAL SOCIEDAD,2.0,0.0
MALAGA,LEVANTE,1.0,0.0
ESPANYOL,MALLORCA,2.0,3.0
BETIS,RACING SANTANDER,1.0,1.0
GETAFE,VILLARREAL,0.0,4.0
OSASUNA,ZARAGOZA,1.0,5.0
ALBACETE,BARCELONA,0.0,2.0
DEPORTIVO LA CORUNA,SEVILLA,0.0,2.0
MALLORCA,OSASUNA,1.0,1.0
ZARAGOZA,ATHLETIC BILBAO,0.0,2.0
RACING SANTANDER,REAL MADRID,0.0,5.0
SEVILLA,BETIS,0.0,1.0
NUMANCIA,ESPANYOL,0.0,3.0
REAL SOCIEDAD,GETAFE,0.0,2.0
VILLARREAL,MALAGA,2.0,0.0
LEVANTE,ALBACETE,1.0,3.0
BARCELONA,VALENCIA,2.0,0.0
ATLETICO MADRID,DEPORTIVO LA CORUNA,0.0,2.0
REAL MADRID,SEVILLA,2.0,2.0
BARCELONA,LEVANTE,1.0,1.0
OSASUNA,NUMANCIA,2.0,2.0
GETAFE,RACING SANTANDER,1.0,2.0
ATHLETIC BILBAO,MALLORCA,3.0,4.0
MALAGA,REAL SOCIEDAD,3.0,1.0
ALBACETE,VILLARREAL,0.0,1.0
DEPORTIVO LA CORUNA,ZARAGOZA,2.0,2.0
BETIS,ATLETICO MADRID,2.0,1.0
VALENCIA,ESPANYOL,2.0,2.0
ZARAGOZA,BETIS,2.0,3.0
ATLETICO MADRID,REAL MADRID,0.0,0.0
ESPANYOL,OSASUNA,1.0,1.0
VALENCIA,LEVANTE,0.0,0.0
SEVILLA,GETAFE,0.0,0.0
MALLORCA,DEPORTIVO LA CORUNA,3.0,0.0
REAL SOCIEDAD,ALBACETE,2.0,2.0
NUMANCIA,ATHLETIC BILBAO,2.0,0.0
RACING SANTANDER,MALAGA,0.0,2.0
VILLARREAL,BARCELONA,3.0,3.0
BARCELONA,REAL SOCIEDAD,0.0,0.0
REAL MADRID,ZARAGOZA,3.0,1.0
ALBACETE,RACING SANTANDER,0.0,1.0
LEVANTE,VILLARREAL,1.0,4.0
OSASUNA,VALENCIA,0.0,1.0
MALAGA,SEVILLA,2.0,0.0
DEPORTIVO LA CORUNA,NUMANCIA,1.0,1.0
ATHLETIC BILBAO,ESPANYOL,0.0,2.0
BETIS,MALLORCA,1.0,1.0
GETAFE,ATLETICO MADRID,2.0,2.0
BARCELONA,ALAVES,0.0,0.0
BETIS,VALENCIA,0.0,1.0
REAL SOCIEDAD,ATHLETIC BILBAO,0.0,3.0
RACING SANTANDER,SEVILLA,0.0,1.0
GETAFE,ESPANYOL,2.0,0.0
MALAGA,CELTA VIGO,0.0,2.0
VILLARREAL,OSASUNA,1.0,2.0
DEPORTIVO LA CORUNA,MALLORCA,1.0,0.0
ZARAGOZA,ATLETICO MADRID,0.0,0.0
REAL MADRID,CADIZ,2.0,1.0
CELTA VIGO,REAL MADRID,3.0,2.0
ATLETICO MADRID,DEPORTIVO LA CORUNA,0.0,1.0
OSASUNA,BETIS,0.0,1.0
ALAVES,REAL SOCIEDAD,1.0,2.0
ATHLETIC BILBAO,GETAFE,1.0,1.0
MALLORCA,BARCELONA,0.0,2.0
SEVILLA,VILLARREAL,1.0,1.0
CADIZ,RACING SANTANDER,1.0,0.0
VALENCIA,ZARAGOZA,2.0,2.0
ESPANYOL,MALAGA,2.0,1.0
DEPORTIVO LA CORUNA,VALENCIA,2.0,2.0
REAL SOCIEDAD,MALLORCA,2.0,5.0
SEVILLA,OSASUNA,0.0,1.0
MALAGA,ATHLETIC BILBAO,2.0,1.0
GETAFE,ALAVES,4.0,3.0
RACING SANTANDER,CELTA VIGO,1.0,0.0
VILLARREAL,CADIZ,1.0,1.0
ZARAGOZA,BETIS,0.0,0.0
REAL MADRID,ESPANYOL,0.0,1.0
BARCELONA,ATLETICO MADRID,1.0,2.0
CELTA VIGO,VILLARREAL,2.0,1.0
CADIZ,SEVILLA,0.0,0.0
MALLORCA,GETAFE,1.0,1.0
VALENCIA,BARCELONA,2.0,2.0
ATLETICO MADRID,REAL SOCIEDAD,2.0,3.0
BETIS,DEPORTIVO LA CORUNA,1.0,1.0
ESPANYOL,RACING SANTANDER,0.0,1.0
ALAVES,MALAGA,0.0,0.0
OSASUNA,ZARAGOZA,1.0,3.0
ATHLETIC BILBAO,REAL MADRID,1.0,3.0
DEPORTIVO LA CORUNA,ZARAGOZA,1.0,1.0
REAL SOCIEDAD,VALENCIA,1.0,2.0
